input_name,variation,target_script,label
Shreya Das,شريا داس,arab,1
Shreya Das,شري دس,arab,0
Sourav Bose,سوراف بوس,arab,1
Sourav Bose,سورف بوس,arab,0
Hoang Thi Lan,هوانغ ثي لان,arab,1
Hoang Thi Lan,هونغ ثي لن,arab,0
Le Van Minh,لي فان مينه,arab,1
Le Van Minh,لو فن منه,arab,0
Surasak Thongchai,سوراساك ثونغشاي,arab,1
Surasak Thongchai,سرسك ثنغشي,arab,0
Fatimah Ibrahim,فاطمة إبراهيم,arab,1
Fatimah Ibrahim,فطمه إبراهم,arab,0
Yiannis Georgiou,يانيس جورجيو,arab,1
Yiannis Georgiou,ينيس جورجو,arab,0
Frida Olsen,فريدا أولسن,arab,1
Frida Olsen,فريد ألسن,arab,0
Fionn Walsh,فيون والش,arab,1
Fionn Walsh,فين ولش,arab,0
Carolina Ribeiro,كارولينا ريبيرو,arab,1
Carolina Ribeiro,كرولينا ربيرو,arab,0
Alejandro Vargas,أليخاندرو فارغاس,arab,1
Alejandro Vargas,ألخندرو فرغس,arab,0
Nayeli Quispe,ناييلي كيسباي,arab,1
Nayeli Quispe,نايلي كسبي,arab,0
Ehsan Hosseini,إحسان حسيني,arab,1
Ehsan Hosseini,إحسن حسين,arab,0
Shwan Aziz,شوان عزيز,arab,1
Shwan Aziz,شون عزز,arab,0
Can Ozkan,جان أوزكان,arab,1
Can Ozkan,كن أزكن,arab,0
Yoshiro Mori,يوشيرو موري,arab,1
Yoshiro Mori,يوشرو موري,arab,0
Seo-Yeon Park,سيو يون بارك,arab,1
Seo-Yeon Park,سيو ين برك,arab,0
Chukwudi Okeke,تشوكوودي أوكيكي,arab,1
Chukwudi Okeke,تشكودي أكيكي,arab,0
Aisha Sani,عائشة ساني,arab,1
Aisha Sani,عشا سني,arab,0
Oluwatobi Ogunleye,أولواتوبي أوغونليي,arab,1
Oluwatobi Ogunleye,ألواتبي أغنلي,arab,0
Hiwot Tadesse,هيووت تاديسي,arab,1
Hiwot Tadesse,هيوت تدسي,arab,0
Seynabou Keita,سينابو كيتا,arab,1
Seynabou Keita,سنابو كيت,arab,0
Kojo Ofori,كوجو أوفوري,arab,1
Kojo Ofori,كوج أفري,arab,0
Avani Roy,أفاني روي,arab,1
Avani Roy,أفني روي,arab,0
Siddhant Das,سيدهانت داس,arab,1
Siddhant Das,سدهنت دس,arab,0
Riya Gupta,ريا غوبتا,arab,1
Riya Gupta,رييا غبتا,arab,0
Aniruddha Roy,أنيرودها روي,arab,1
Aniruddha Roy,أنرودا روي,arab,0
Nguyen Van Thanh,نغوين فان ثانه,arab,1
Nguyen Van Thanh,نغين فن ثن,arab,0
Tran Thi Mai,تران ثي ماي,arab,1
Tran Thi Mai,ترن ثي مي,arab,0
Pisit Thongchai,بيسيت ثونغشاي,arab,1
Pisit Thongchai,بيست ثنغشي,arab,0
Aminah Ibrahim,أمينة إبراهيم,arab,1
Aminah Ibrahim,أمنه إبراهم,arab,0
Costas Georgiou,كوستاس جورجيو,arab,1
Costas Georgiou,كستس جورجو,arab,0
Linn Hansen,لين هانسن,arab,1
Linn Hansen,لن هنسن,arab,0
Conor Murphy,كونور ميرفي,arab,1
Conor Murphy,كنر مرفي,arab,0
Beatriz Ribeiro,بياتريز ريبيرو,arab,1
Beatriz Ribeiro,بيتريز ربيرو,arab,0
Santiago Vargas,سانتياغو فارغاس,arab,1
Santiago Vargas,سنتيغو فرغس,arab,0
Ximena Morales,شيمينا موراليس,arab,1
Ximena Morales,شمنا مورلس,arab,0
Hassan Hosseini,حسن حسيني,arab,1
Hassan Hosseini,حسن حسين,arab,0
Raman Jalal,رامان جلال,arab,1
Raman Jalal,رمن جلیل,arab,0
Eren Yilmaz,إيرين يلماز,arab,1
Eren Yilmaz,إرن يلمز,arab,0
Satoshi Yamada,ساتوشي يامادا,arab,1
Satoshi Yamada,ستوشي يمدا,arab,0
Ji-Won Kim,جي وون كيم,arab,1
Ji-Won Kim,جي ون كم,arab,0
Amadi Okeke,أمادي أوكيكي,arab,1
Amadi Okeke,أمدي أكيكي,arab,0
Zainab Bello,زينب بيلو,arab,1
Zainab Bello,زين بيلو,arab,0
Temitope Ogunbiyi,تيميتوپي أوغونبيي,arab,1
Temitope Ogunbiyi,تمتوپ أغنبي,arab,0
Selam Bekele,سيلام بيكيلي,arab,1
Selam Bekele,سلم بكيل,arab,0
Awa Diallo,آوا ديالو,arab,1
Awa Diallo,أو ديلو,arab,0
Kwaku Osei,كواكو أوسي,arab,1
Kwaku Osei,كوكو أوسي,arab,0
Tara Roy,تارا روي,arab,1
Tara Roy,ترا روي,arab,0
Aryan Das,آريان داس,arab,1
Aryan Das,أرين دس,arab,0
Shalini Gupta,شاليني غوبتا,arab,1
Shalini Gupta,شلني غبتا,arab,0
Sourav Roy,سوراف روي,arab,1
Sourav Roy,سورف روي,arab,0
Hoang Van Thanh,هوانغ فان ثانه,arab,1
Hoang Van Thanh,هونغ فن ثن,arab,0
Le Thi Mai,لي ثي ماي,arab,1
Le Thi Mai,لو ثي مي,arab,0
Surasak Chaiyaporn,سوراساك تشايابورن,arab,1
Surasak Chaiyaporn,سرسك شيبورن,arab,0
Fatimah Hassan,فاطمة حسان,arab,1
Fatimah Hassan,فطمه حسين,arab,0
Yiannis Papadakis,يانيس باباداكيس,arab,1
Yiannis Papadakis,ينيس بابادكس,arab,0
Frida Berg,فريدا بيرغ,arab,1
Frida Berg,فريد بيرغ,arab,0
Fionn Murphy,فيون ميرفي,arab,1
Fionn Murphy,فين مرفي,arab,0
Carolina Silva,كارولينا سيلفا,arab,1
Carolina Silva,كرولينا سليف,arab,0
Alejandro Morales,أليخاندرو موراليس,arab,1
Alejandro Morales,ألخندرو مورلس,arab,0
Nayeli Vargas,ناييلي فارغاس,arab,1
Nayeli Vargas,نايلي فرغس,arab,0
Ehsan Rahimi,إحسان رحيمي,arab,1
Ehsan Rahimi,إحسن رحمي,arab,0
Shwan Omar,شوان عمر,arab,1
Shwan Omar,شون عمر,arab,0
Can Ozcan,جان أوزجان,arab,1
Can Ozcan,كن أزجن,arab,0
Yoshiro Yamada,يوشيرو يامادا,arab,1
Yoshiro Yamada,يوشرو يمدا,arab,0
Seo-Yeon Choi,سيو يون تشوي,arab,1
Seo-Yeon Choi,سيو ين شوي,arab,0
Chukwudi Obi,تشوكوودي أوبي,arab,1
Chukwudi Obi,تشكودي أوبي,arab,0
Aisha Ibrahim,عائشة إبراهيم,arab,1
Aisha Ibrahim,عشا إبراهم,arab,0
Oluwatobi Adewale,أولواتوبي أديوالي,arab,1
Oluwatobi Adewale,ألواتبي أدوالي,arab,0
Hiwot Lemma,هيووت ليما,arab,1
Hiwot Lemma,هيوت لمما,arab,0
Seynabou Bah,سينابو باه,arab,1
Seynabou Bah,سنابو باه,arab,0
Kojo Mensah,كوجو مينساه,arab,1
Kojo Mensah,كوج منسه,arab,0
Avani Das,أفاني داس,arab,1
Avani Das,أفني دس,arab,0
Siddhant Bose,سيدهانت بوس,arab,1
Siddhant Bose,سدهنت بوس,arab,0
Riya Roy,ريا روي,arab,1
Riya Roy,رييا روي,arab,0
Aniruddha Das,أنيرودها داس,arab,1
Aniruddha Das,أنرودا دس,arab,0
Nguyen Van Mai,نغوين فان ماي,arab,1
Nguyen Van Mai,نغين فن مي,arab,0
Tran Thi Thanh,تران ثي ثانه,arab,1
Tran Thi Thanh,ترن ثي ثن,arab,0
Pisit Promsuk,بيسيت برومسوك,arab,1
Pisit Promsuk,بيست برمسوك,arab,0
Aminah Hassan,أمينة حسان,arab,1
Aminah Hassan,أمنه حسين,arab,0
Costas Ioannou,كوستاس يوانو,arab,1
Costas Ioannou,كستس يونو,arab,0
Linn Berg,لين بيرغ,arab,1
Linn Berg,لن بيرغ,arab,0
Conor Kelly,كونور كيلي,arab,1
Conor Kelly,كنر كلي,arab,0
Beatriz Costa,بياتريز كوستا,arab,1
Beatriz Costa,بيتريز كستا,arab,0
Santiago Quispe,سانتياغو كيسباي,arab,1
Santiago Quispe,سنتيغو كسبي,arab,0
Ximena Vargas,شيمينا فارغاس,arab,1
Ximena Vargas,شمنا فرغس,arab,0
Hassan Rahimi,حسن رحيمي,arab,1
Hassan Rahimi,حسن رحمي,arab,0
Raman Omar,رامان عمر,arab,1
Raman Omar,رمن عمر,arab,0
Eren Ozkan,إيرين أوزكان,arab,1
Eren Ozkan,إرن أزكن,arab,0
Satoshi Tanaka,ساتوشي تاناكا,arab,1
Satoshi Tanaka,ستوشي تنكا,arab,0
Ji-Won Choi,جي وون تشوي,arab,1
Ji-Won Choi,جي ون شوي,arab,0
Amadi Sani,أمادي ساني,arab,1
Amadi Sani,أمدي سني,arab,0
Zainab Okeke,زينب أوكيكي,arab,1
Zainab Okeke,زين أكيكي,arab,0
Temitope Obi,تيميتوپي أوبي,arab,1
Temitope Obi,تمتوپ أوبي,arab,0
Selam Keita,سيلام كيتا,arab,1
Selam Keita,سلم كيت,arab,0
Awa Ofori,آوا أوفوري,arab,1
Awa Ofori,أو أفري,arab,0
Kwaku Mensah,كواكو مينساه,arab,1
Kwaku Mensah,كوكو منسه,arab,0
Tara Das,تارا داس,arab,1
Tara Das,ترا دس,arab,0
Aryan Bose,آريان بوس,arab,1
Aryan Bose,أرين بوس,arab,0
Shalini Roy,شاليني روي,arab,1
Shalini Roy,شلني روي,arab,0
Sourav Gupta,سوراف غوبتا,arab,1
Sourav Gupta,سورف غبتا,arab,0
Hoang Van Mai,هوانغ فان ماي,arab,1
Hoang Van Mai,هونغ فن مي,arab,0
Le Thi Thanh,لي ثي ثانه,arab,1
Le Thi Thanh,لو ثي ثن,arab,0
Surasak Rattanachai,سوراساك راتاناشاي,arab,1
Surasak Rattanachai,سرسك رتنشي,arab,0
Fatimah Sani,فاطمة ساني,arab,1
Fatimah Sani,فطمه سني,arab,0
Yiannis Ioannou,يانيس يوانو,arab,1
Yiannis Ioannou,ينيس يونو,arab,0
Frida Hansen,فريدا هانسن,arab,1
Frida Hansen,فريد هنسن,arab,0
Fionn Burke,فيون بيرك,arab,1
Fionn Burke,فين برك,arab,0
Carolina Costa,كارولينا كوستا,arab,1
Carolina Costa,كرولينا كستا,arab,0
Alejandro Quispe,أليخاندرو كيسباي,arab,1
Alejandro Quispe,ألخندرو كسبي,arab,0
Nayeli Morales,ناييلي موراليس,arab,1
Nayeli Morales,نايلي مورلس,arab,0
Ehsan Aziz,إحسان عزيز,arab,1
Ehsan Aziz,إحسن عزز,arab,0
Shwan Jalal,شوان جلال,arab,1
Shwan Jalal,شون جلیل,arab,0
Can Yilmaz,جان يلماز,arab,1
Can Yilmaz,كن يلمز,arab,0
Yoshiro Tanaka,يوشيرو تاناكا,arab,1
Yoshiro Tanaka,يوشرو تنكا,arab,0
Seo-Yeon Lee,سيو يون لي,arab,1
Seo-Yeon Lee,سيو ين لي,arab,0
Chukwudi Sani,تشوكوودي ساني,arab,1
Chukwudi Sani,تشكودي سني,arab,0
Aisha Okeke,عائشة أوكيكي,arab,1
Aisha Okeke,عشا أكيكي,arab,0
Oluwatobi Ofori,أولواتوبي أوفوري,arab,1
Oluwatobi Ofori,ألواتبي أفري,arab,0
Hiwot Bekele,هيووت بيكيلي,arab,1
Hiwot Bekele,هيوت بكيل,arab,0
Seynabou Diallo,سينابو ديالو,arab,1
Seynabou Diallo,سنابو ديلو,arab,0
Kojo Osei,كوجو أوسي,arab,1
Kojo Osei,كوج أوسي,arab,0
Avani Gupta,أفاني غوبتا,arab,1
Avani Gupta,أفني غبتا,arab,0
Siddhant Roy,سيدهانت روي,arab,1
Siddhant Roy,سدهنت روي,arab,0
Riya Das,ريا داس,arab,1
Riya Das,رييا دس,arab,0
Aniruddha Bose,أنيرودها بوس,arab,1
Aniruddha Bose,أنرودا بوس,arab,0
Nguyen Thi Lan,نغوين ثي لان,arab,1
Nguyen Thi Lan,نغين ثي لن,arab,0
Tran Van Mai,تران فان ماي,arab,1
Tran Van Mai,ترن فن مي,arab,0
Pisit Chaiyaporn,بيسيت تشايابورن,arab,1
Pisit Chaiyaporn,بيست شيبورن,arab,0
Aminah Sani,أمينة ساني,arab,1
Aminah Sani,أمنه سني,arab,0
Costas Papadakis,كوستاس باباداكيس,arab,1
Costas Papadakis,كستس بابادكس,arab,0
Linn Olsen,لين أولسن,arab,1
Linn Olsen,لن ألسن,arab,0
Conor Burke,كونور بيرك,arab,1
Conor Burke,كنر برك,arab,0
Beatriz Almeida,بياتريز ألميدا,arab,1
Beatriz Almeida,بيتريز ألميدا,arab,0
Santiago Quispe,سانتياغو كيسباي,arab,1
Santiago Quispe,سنتيغو كسبي,arab,0
Ximena Morales,شيمينا موراليس,arab,1
Ximena Morales,شمنا مورلس,arab,0
Hassan Aziz,حسن عزيز,arab,1
Hassan Aziz,حسن عزز,arab,0
Raman Khalil,رامان خليل,arab,1
Raman Khalil,رمن خلي,arab,0
Eren Ozcan,إيرين أوزجان,arab,1
Eren Ozcan,إرن أزجن,arab,0
Satoshi Mori,ساتوشي موري,arab,1
Satoshi Mori,ستوشي موري,arab,0
Ji-Won Lee,جي وون لي,arab,1
Ji-Won Lee,جي ون لي,arab,0
Amadi Bello,أمادي بيلو,arab,1
Amadi Bello,أمدي بيلو,arab,0
Zainab Obi,زينب أوبي,arab,1
Zainab Obi,زين أوبي,arab,0
Temitope Okeke,تيميتوپي أوكيكي,arab,1
Temitope Okeke,تمتوپ أكيكي,arab,0
Selam Diallo,سيلام ديالو,arab,1
Selam Diallo,سلم ديلو,arab,0
Awa Mensah,آوا مينساه,arab,1
Awa Mensah,أو منسه,arab,0
Kwaku Ofori,كواكو أوفوري,arab,1
Kwaku Ofori,كوكو أفري,arab,0
Tara Bose,تارا بوس,arab,1
Tara Bose,ترا بوس,arab,0
Aryan Roy,آريان روي,arab,1
Aryan Roy,أرين روي,arab,0
Shalini Das,شاليني داس,arab,1
Shalini Das,شلني دس,arab,0
Sourav Bose,سوراف بوس,arab,1
Sourav Bose,سورف بوس,arab,0
Hoang Thi Thanh,هوانغ ثي ثانه,arab,1
Hoang Thi Thanh,هونغ ثي ثن,arab,0
Le Van Mai,لي فان ماي,arab,1
Le Van Mai,لو فن مي,arab,0
Surasak Promsuk,سوراساك برومسوك,arab,1
Surasak Promsuk,سرسك برمسوك,arab,0
Fatimah Bello,فاطمة بيلو,arab,1
Fatimah Bello,فطمه بيلو,arab,0
Yiannis Papadakis,يانيس باباداكيس,arab,1
Yiannis Papadakis,ينيس بابادكس,arab,0
Frida Olsen,فريدا أولسن,arab,1
Frida Olsen,فريد ألسن,arab,0
Fionn Kelly,فيون كيلي,arab,1
Fionn Kelly,فين كلي,arab,0
Carolina Almeida,كارولينا ألميدا,arab,1
Carolina Almeida,كرولينا ألميدا,arab,0
Alejandro Vargas,أليخاندرو فارغاس,arab,1
Alejandro Vargas,ألخندرو فرغس,arab,0
Nayeli Quispe,ناييلي كيسباي,arab,1
Nayeli Quispe,نايلي كسبي,arab,0
Ehsan Jalal,إحسان جلال,arab,1
Ehsan Jalal,إحسن جلیل,arab,0
Shwan Aziz,شوان عزيز,arab,1
Shwan Aziz,شون عزز,arab,0
Can Ozkan,جان أوزكان,arab,1
Can Ozkan,كن أزكن,arab,0
Yoshiro Mori,يوشيرو موري,arab,1
Yoshiro Mori,يوشرو موري,arab,0
Seo-Yeon Park,سيو يون بارك,arab,1
Seo-Yeon Park,سيو ين برك,arab,0
Chukwudi Bello,تشوكوودي بيلو,arab,1
Chukwudi Bello,تشكودي بيلو,arab,0
Aisha Obi,عائشة أوبي,arab,1
Aisha Obi,عشا أوبي,arab,0
Oluwatobi Okeke,أولواتوبي أوكيكي,arab,1
Oluwatobi Okeke,ألواتبي أكيكي,arab,0
Hiwot Keita,هيووت كيتا,arab,1
Hiwot Keita,هيوت كيت,arab,0
Seynabou Ofori,سينابو أوفوري,arab,1
Seynabou Ofori,سنابو أفري,arab,0
Kojo Mensah,كوجو مينساه,arab,1
Kojo Mensah,كوج منسه,arab,0
Avani Roy,أفاني روي,arab,1
Avani Roy,أفني روي,arab,0
Siddhant Das,سيدهانت داس,arab,1
Siddhant Das,سدهنت دس,arab,0
Riya Bose,ريا بوس,arab,1
Riya Bose,رييا بوس,arab,0
Aniruddha Roy,أنيرودها روي,arab,1
Aniruddha Roy,أنرودا روي,arab,0
Nguyen Thi Thanh,نغوين ثي ثانه,arab,1
Nguyen Thi Thanh,نغين ثي ثن,arab,0
Tran Van Lan,تران فان لان,arab,1
Tran Van Lan,ترن فن لن,arab,0
Pisit Rattanachai,بيسيت راتاناشاي,arab,1
Pisit Rattanachai,بيست رتنشي,arab,0
Aminah Bello,أمينة بيلو,arab,1
Aminah Bello,أمنه بيلو,arab,0
Costas Georgiou,كوستاس جورجيو,arab,1
Costas Georgiou,كستس جورجو,arab,0
Linn Hansen,لين هانسن,arab,1
Linn Hansen,لن هنسن,arab,0
Conor Murphy,كونور ميرفي,arab,1
Conor Murphy,كنر مرفي,arab,0
Beatriz Silva,بياتريز سيلفا,arab,1
Beatriz Silva,بيتريز سليف,arab,0
Santiago Vargas,سانتياغو فارغاس,arab,1
Santiago Vargas,سنتيغو فرغس,arab,0
input_name,variation,target_script,label
Иван Сергеев,إيفان سيرجييف,arab,1
Иван Сергеев,إيفن سرجيف,arab,0
Екатерина Романова,إيكاترينا رومانوفا,arab,1
Екатерина Романова,إيكاتيرينا رمانفا,arab,0
Александр Григорьев,ألكسندر غريغورييف,arab,1
Александр Григорьев,ألكسندر گريگريف,arab,0
Наталья Фёдорова,ناتاليا فيودوروفا,arab,1
Наталья Фёдорова,ناتاليا فدورفا,arab,0
Михаил Андреев,ميخائيل أندرييف,arab,1
Михаил Андреев,ميخيل أندريف,arab,0
Светлана Орлова,سفيتلانا أورلوفا,arab,1
Светлана Орлова,سفيتلانا أرلوفا,arab,0
Владимир Ковалёв,فلاديمير كوفاليوف,arab,1
Владимир Ковалёв,فلاديمير كفاليف,arab,0
Юлия Михайлова,يوليا ميخايلوفا,arab,1
Юлия Михайлова,يوليا ميخيلوفا,arab,0
Игорь Степанов,إيغور ستيبانوف,arab,1
Игорь Степанов,إيغر ستيبانف,arab,0
Татьяна Егорова,تاتيانا ييغوروفا,arab,1
Татьяна Егорова,تاتيانا يغورفا,arab,0
Андрей Белов,أندري بيلوف,arab,1
Андрей Белов,أندري بيلف,arab,0
Оксана Зайцева,أوكسانا زايتسيفا,arab,1
Оксана Зайцева,أوكسانا زيتسيفا,arab,0
Павел Лебедев,بافيل ليبيديف,arab,1
Павел Лебедев,بافيل ليبيدف,arab,0
Марина Казакова,مارينا كازاكوفا,arab,1
Марина Казакова,مرينا كزاكوفا,arab,0
张明,جانغ مينغ,arab,1
张明,جانغ منغ,arab,0
王丽,وانغ لي,arab,1
王丽,وانغ لاي,arab,0
李娜,لي نا,arab,1
李娜,لي ناه,arab,0
刘强,ليو تشيانغ,arab,1
刘强,ليو كيانغ,arab,0
陈浩,تشين هاو,arab,1
陈浩,تشين هو,arab,0
杨芳,يانغ فانغ,arab,1
杨芳,يانغ فنغ,arab,0
赵宇,جاو يو,arab,1
赵宇,جاو يوه,arab,0
孙杰,سون جيه,arab,1
孙杰,سون جي,arab,0
周婷,جو تينغ,arab,1
周婷,جو تنغ,arab,0
徐峰,شو فينغ,arab,1
徐峰,شو فنغ,arab,0
马晓,ما شياو,arab,1
马晓,ما شياوو,arab,0
林静,لين جينغ,arab,1
林静,لين جنغ,arab,0
吴磊,وو لي,arab,1
吴磊,وو لاي,arab,0
郑敏,جينغ مين,arab,1
郑敏,جينغ من,arab,0
梁勇,ليانغ يونغ,arab,1
梁勇,ليانغ ينغ,arab,0
胡芳,هو فانغ,arab,1
胡芳,هو فنغ,arab,0
input_name,variation,target_script,label
Hiroto,هيروتو,arab,1
Samiha Yusuf Omar Al-Saadi,سميحة يوسف عمر السعدي,arab,1
王强,وينغ كيان,arab,0
Layla,لالا,arab,0
Afolabi Okeke,أفولابي أوكيكي,arab,1
Zahra Nour Sami Al-Tikriti,زهراء نور سامي التكريتي,arab,1
Anjali Patel,أنجيل باتل,arab,0
Sergei Ivanovich Morozov,سيرج إفان مورزو,arab,0
Youssef Amr Salem,ياسر عمر سليم,arab,0
Mohammad Ali Hassan,مهمود عالي حسين,arab,0
张丽梅,جانغ لي مي,arab,1
Rami Khalil,رامي خليل,arab,1
Hassan Omar Farooq,حسين أومر فوراق,arab,0
Meena Kumari Sharma,مينا كوماري شارما,arab,1
Nour Ziad Tariq Al-Ubaidi,نور زيد طرق عبيدي,arab,0
Sofia Rossi,صوفيا روسي,arab,1
Husam Muhammad Amin Yassin,حسام محمد أمين الياسي,arab,1
Vikram Singh Yadav,فيكرام سينغ ياداف,arab,1
Lucas Müller,ليكس مولار,arab,0
Rana Khaled Mostafa,رينا خليد مصطفا,arab,0
Zaid Omar,زيد أومر,arab,0
Izzat Ibrahim Duri,عزت إبراهيم الدوري,arab,1
Amr Khaled Zaid Al-Hamdani,عمر خليد زيد همداني,arab,0
Fatima Noor Al-Zahra,فاطمة نور الزهراء,arab,1
Layla Nour Mahmoud,لالا نور مهمد,arab,0
Hanaa Qasim Ali Al-Mashhadani,هن قسم عالي مشداني,arab,0
Sanaa Hadi,سناء هادي,arab,1
Dmitry Ivan Volkov,دميتري إيفان فولكوف,arab,1
Omar Farooq,أومر فوراق,arab,0
Amina Zainab Ali,أمينة زينب علي,arab,1
Ahmad Omar Khan,أخمد عمر كاهن,arab,0
Natalia Anna Sokolova,ناتاليا آنا سوكولوفا,arab,1
Priya Sharma,باري شورما,arab,0
Anna Sokolov,أنن سوكلف,arab,0
Viktor Alexei Smirnov,فيكتر ألكس سميرن,arab,0
Khalil Ibrahim Faisal Al-Douri,خليل إبراهيم فيصل الدوري,arab,1
Hadi Saleh,هادي صالح,arab,1
Sami Hadi Mahdi Al-Tamimi,سام هادي مهد تميمي,arab,0
Sophie Dubois,سافي ديبوس,arab,0
Arjun Singh,أرجون سينغ,arab,1
Mikhail Yuri Petrov,ميخائيل يوري بيتروف,arab,1
Layla Mahmoud,ليلى محمود,arab,1
Elena Ivanov,إلينا إيفانوف,arab,1
Rami Zuhair Saleh Al-Hadithi,رام زهر صليح حديثي,arab,0
Hiroshi Tanaka Yamada,هيروشي تاناكا يامادا,arab,1
Amal Nour Eldin Al-Samarrai,أمال نور دين سمراي,arab,0
Nour,نور,arab,1
Jamal Mustafa Abdallah Sultan Tikriti,جميل مصطفى عبدلله سلطن تكرتي,arab,0
Sergei,سيرجي,arab,1
Sofia Anna Rossi,سافيو أنن روس,arab,0
Igor Alexei Volkov,إيغور أليكسي فولكوف,arab,1
Zainab Fatima Mousa Al-Hashimi,زينب فاطمة موسى الهاشمي,arab,1
Youssef Sami,يوسف سامي,arab,1
Andrei Mikhailovich Ivanov,أندر ميخال إيفانف,arab,0
Kamal Mustafa Abdallah,كمال مصطفى عبدالله,arab,1
Hassan Bilal Qureshi,حسين بيلال قورشي,arab,0
Abeer Salem Musa Al-Kubaisi,عبير سليم موس كبيس,arab,0
Anna Maria Ivanova,آنا ماريا إيفانوفا,arab,1
Aziz Salih Numan,عزيز صالح النعمان,arab,1
Rashid Taan Kathim,راشد طان كاظم,arab,0
Sanaa Mahmoud Hadi Al-Bayati,سناء محمود هادي البياتي,arab,1
Elena Petrova,الانا بترو,arab,0
Samira Shahbandar,سميرة الشاهبندر,arab,1
Sophie,صوفي,arab,1
Omar Hadi Saleh Al-Majid,عمر هاد صليح مجيد,arab,0
Fatima Aisha Omar Al-Najjar,فاطمة عائشة عمر النجار,arab,1
Мария Смирнова,مري سميرن,arab,0
Ayad Futayyih Khalifa Rawi,عياد فتيح خليفة راوي,arab,1
Nadia Samir Khalil,نادي سمي خليل,arab,0
Priya Anjali Sharma,بريا أنجالي شارما,arab,1
Arjun Rajesh Kapoor,أرجن رجش كبور,arab,0
Tariq Ahmad Hamad Al-Jumaili,طارق أحمد حمد الجميلي,arab,1
Yasir Mahmoud Khalil Al-Dulaimi,يسر مهمد خليل دليمي,arab,0
Laila Nour Sami Al-Rawi,ليلى نور سامي الراوي,arab,1
Ahmed Sami Nasser,أخمد سمير ناسر,arab,0
Hamed Salem Jaber Al-Khalidi,حامد سالم جابر الخالدي,arab,1
Vikram Singh Yadav,فيكرم سين يادف,arab,0
Huda Salem Jaber Al-Ani,هدى سالم جابر العاني,arab,1
Roodi Slewa,رود سلوه,arab,0
Aisha Hassan,عائشة حسن,arab,1
Muna Ibrahim Youssef Al-Jubouri,منى إبراهيم يوسف الجبوري,arab,1
Ahmad Khan,أحمد خان,arab,1
Sara Nour Ibrahim,سارة نور إبراهيم,arab,1
Ali Reza Mousavi,علي رضا موسوي,arab,1
Emma Louise Watson,إيما لويز واتسون,arab,1
Olga Maria Petrova,أولغا ماريا بيتروفا,arab,1
محمد علي,محمد علي,arab,1
Anjali Patel,أنجالي باتيل,arab,1
Sophie Dubois,صوفي دوبوا,arab,1
Dmitry Volkov,دميتري فولكوف,arab,1
Ahmad Khan,أخمد كاهن,arab,0
Omar Farooq,عمر فاروق,arab,1
Fatima Noor Al-Zahra,فطيم نور زهرا,arab,0
Dmitry Ivan Volkov,ديمتر إفين فولك,arab,0
Анна Иванова,آنا إيفانوفا,arab,1
Ivan Kuznetsov,إيفان كوزنيتسوف,arab,1
Amira Laila Youssef,أميرا لالا ياسر,arab,0
Hiroshi Tanaka Yamada,هيرو تانك يامدا,arab,0
Amina Zainab Ali,أمن زين عالي,arab,0
Viktor Alexei Smirnov,فيكتور أليكسي سميرنوف,arab,1
Ali Reza Mousavi,عالي ريزا موصافي,arab,0
Emma Louise Watson,إمي لويس واتس,arab,0
Hassan Bilal Qureshi,حسن بلال قريشي,arab,1
Olga Maria Petrova,أولج مري بترو,arab,0
محمد علي,مهمود عالي,arab,0
Izzat Ibrahim Duri,عزيز إبراهم دوري,arab,0
Aziz Salih Numan,عزاز صليح نومن,arab,0
Jamal Mustafa Abdallah Sultan Tikriti,جمال مصطفى عبدالله سلطان التكريتي,arab,1
Samira Shahbandar,سميره شابندر,arab,0
Tariq Ahmad Hamad Al-Jumaili,طرق أخمد حميد جمالي,arab,0
Khalil Ibrahim Faisal Al-Douri,خليل إبراهم فصيل دوري,arab,0
Laila Nour Sami Al-Rawi,لالا نور سمير راووي,arab,0
Sami Hadi Mahdi Al-Tamimi,سامي هادي مهدي التميمي,arab,1
Nour Ziad Tariq Al-Ubaidi,نور زياد طارق العبيدي,arab,1
Hamed Salem Jaber Al-Khalidi,حميد سليم جبر خلدي,arab,0
Fatima Aisha Omar Al-Najjar,فطمه عيشه عمر نجار,arab,0
Yasir Mahmoud Khalil Al-Dulaimi,ياسر محمود خليل الدليمي,arab,1
Amal Nour Eldin Al-Samarrai,أمل نور الدين السامرائي,arab,1
Sergei Ivanovich Morozov,سيرجي إيفانوفيتش موروزوف,arab,1
Hanaa Qasim Ali Al-Mashhadani,هناء قاسم علي المشهداني,arab,1
Natalia Anna Sokolova,ناتلي أنن سوكلوف,arab,0
Rami Zuhair Saleh Al-Hadithi,رامي زهير صالح الحديثي,arab,1
Muna Ibrahim Youssef Al-Jubouri,من إبراهم ياسر جبوري,arab,0
Kamal Mustafa Abdallah,كميل مصطف عبدلله,arab,0
Ayad Futayyih Khalifa Rawi,عيد فتح خليفه رواي,arab,0
Roodi Slewa,رودي سليوة,arab,1
Rashid Taan Kathim,رشيد طعان كاظم,arab,1
Sanaa Mahmoud Hadi Al-Bayati,سنا مهمد هادي بياتي,arab,0
Vikram Singh Yadav,فيكرام سينغ ياداف,arab,1
Huda Salem Jaber Al-Ani,هدا سليم جبر عني,arab,0
Andrei Mikhailovich Ivanov,أندري ميخائيلوفيتش إيفانوف,arab,1
